 -9.9815469E+03  1.1000000E-16
 -9.9318896E+03  8.2900001E-17
 -9.8822314E+03  8.7899990E-17
 -9.8325908E+03  9.7599993E-17
 -9.7829326E+03  1.0399999E-16
 -9.7332930E+03  7.9699997E-17
 -9.6836523E+03  1.1000000E-16
 -9.6340127E+03  9.1399997E-17
 -9.5843545E+03  4.6299999E-17
 -9.5346963E+03  1.1000000E-16
 -9.4850566E+03  9.9000000E-17
 -9.4353984E+03  5.5099996E-17
 -9.3857578E+03  8.0800001E-17
 -9.3361006E+03  5.4400000E-17
 -9.2864775E+03  7.1500003E-17
 -9.2368203E+03  7.5600000E-17
 -9.1871797E+03  3.9900000E-17
 -9.1375215E+03  9.1399997E-17
 -9.0878457E+03  7.0399999E-17
 -9.0381875E+03  7.4599998E-17
 -8.9885479E+03  8.8800003E-17
 -8.9388896E+03  2.3900001E-17
 -8.8892676E+03  6.3799997E-17
 -8.8396094E+03  6.2699999E-17
 -8.7899697E+03  7.8000002E-17
 -8.7403115E+03  6.2600003E-17
 -8.6906709E+03  6.3200000E-17
 -8.6409951E+03  6.7700002E-17
 -8.5913369E+03  7.3300001E-17
 -8.5416787E+03  6.2199998E-17
 -8.4920566E+03  6.1900003E-17
 -8.4424170E+03  4.6700000E-17
 -8.3927588E+03  9.2299996E-17
 -8.3430830E+03  2.3300000E-17
 -8.2934248E+03  5.7900003E-17
 -8.2437852E+03  5.9500001E-17
 -8.1941270E+03  4.7300001E-17
 -8.1444863E+03  6.2300001E-17
 -8.0948286E+03  6.1800000E-17
 -8.0451704E+03  5.3299998E-17
 -7.9955303E+03  9.2299996E-17
 -7.9458726E+03  6.5499999E-17
 -7.8961963E+03  1.0199999E-16
 -7.8465562E+03  3.4300000E-17
 -7.7968984E+03  5.6399999E-18
 -7.7472759E+03  3.4800001E-17
 -7.6976001E+03  4.2099999E-17
 -7.6479419E+03  2.0700000E-17
 -7.5983018E+03  7.7100003E-17
 -7.5486260E+03  3.1500001E-17
 -7.4989683E+03  4.7300001E-17
 -7.4493281E+03  6.5100001E-17
 -7.3996519E+03  1.9399999E-17
 -7.3500298E+03  3.7100000E-17
 -7.3003716E+03  4.6800003E-17
 -7.2506958E+03  3.5899999E-17
 -7.2010557E+03  6.1900003E-17
 -7.1513975E+03  2.2799998E-17
 -7.1017217E+03  4.2500001E-17
 -7.0520640E+03  6.9699999E-17
 -7.0024058E+03  3.2900000E-17
 -6.9527656E+03  3.6500000E-17
 -6.9031255E+03  6.2600003E-17
 -6.8534497E+03  6.8499998E-17
 -6.8037915E+03  4.1999996E-17
 -6.7541157E+03  5.7499998E-17
 -6.7044756E+03  5.9300002E-17
 -6.6547998E+03  2.8399999E-17
 -6.6051416E+03  6.4400001E-17
 -6.5555015E+03  1.8100001E-17
 -6.5058433E+03  4.3100001E-17
 -6.4561675E+03  2.7900001E-17
 -6.4065273E+03  3.6699999E-17
 -6.3568516E+03  1.4599999E-17
 -6.3071934E+03  3.1199999E-17
 -6.2575176E+03  3.8799999E-17
 -6.2078774E+03  4.9200001E-17
 -6.1582192E+03  2.8100000E-17
 -6.1085791E+03  6.3599998E-17
 -6.0589033E+03  2.7600001E-17
 -6.0092275E+03  4.8500001E-17
 -5.9595693E+03  1.5400000E-17
 -5.9098936E+03  4.1300003E-17
 -5.8602534E+03  5.2300003E-17
 -5.8105776E+03  6.9199998E-17
 -5.7609194E+03  3.0800001E-17
 -5.7112793E+03  2.9600000E-17
